scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Guarapari: Rodovia do Sol, estrada que liga a BR-101 a Praia Setibana ES-060 a 6 Km da BR-101.;-20.55;-40.45;Pirani, JR ;2435;23;2;1988;nan;<NA>;NY;NY;NY00008363;0;0;0;;;0;;;;0;0;0;NY00008363;2435;citriodora;J. R. Pirani;<NA>
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Itabuna. Ba. Km 5 a 15 de BR101. ao Sul de Ubaitaba.;-14.4;-39.322222;Santos, TS dos;2193;18;11;1971;nan;<NA>;NY;NY;NY00008359;0;0;0;;;0;;;;0;0;0;NY00008359;2193;cauliflora;T. S. dos Santos;<NA>
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. BA-001 Ihéus/Una ca. 49 km S (area de influencia da Rebio de Una);-15.222778;-39.030278;Jardim, JG ;3720;5;7;2001;nan;<NA>;NY;NY;NY00684336;0;0;0;;;0;;;;0;0;0;NY00684336;3720;bryotrophe;J. G. Jardim;<NA>
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Ba. km 6 da rod. Teixeira de Freitas a Alcobaca.;-17.517222;-39.649444;Santos, TS dos;2091;9;9;1971;nan;<NA>;NY;NY;NY00008357;0;0;0;;;0;;;;0;0;0;NY00008357;2091;santosii;T. S. dos Santos;<NA>
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;Estrada Cairu-Itubera. 8 km S de Cairu.;-13.48;-39.04;Carvalho, AMV de;798;26;7;1981;nan;<NA>;NY;NY;NY00008356;0;0;0;;;0;;;;0;0;0;NY00008356;798;obliqua;A. M. V. de Carvalho;<NA>
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;Distrito de Serra Grande. 7,3 km na estrada Serra Grande/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.;-14.423056;-39.061667;Carvalho, AMV de;3649;7;9;1991;Maas, PJM ;1992-01-01T00:00:00;NY;NY;NY00395807;0;0;0;;;0;1;1;1992;0;0;0;NY00395807;3649;obliqua;A. M. V. de Carvalho;P. J. M. Maas
Hornschuchia polyantha Maas;Hornschuchia;BR;8.8 km east of BR 101 on road to SÔo José and Una;-15.13;-39.25;Thomas, WW ;10176;28;10;1993;Maas, PJM ;1994-01-01T00:00:00;NY;NY;NY00395789;0;0;0;;;0;1;1;1994;0;0;0;NY00395789;10176;polyantha;W. W. Thomas;P. J. M. Maas
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86.;-19.12;-40.07;Maas, PJM ;9810;7;5;2009;nan;<NA>;NY;NY;NY02699055;0;0;0;;;0;;;;0;0;0;NY02699055;9810;citriodora;P. J. M. Maas;<NA>
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Remanescente de floresta pluvial tropical conservada como parque na Avenida dos Vinháticos. Trilha dos Cambarás;-19.820556;-40.273056;Pirani, JR ;3074;21;2;1994;Johnson, DM ;1954-01-01T00:00:00;NY;NY;NY00395778;0;0;0;;;0;1;1;1954;0;0;0;NY00395778;3074;bryotrophe;J. R. Pirani;D. M. Johnson
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2701;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395812;0;0;0;;;0;1;1;1994;0;0;0;NY00395812;2701;myrtillus;J. R. Pirani;D. M. Johnson
Hornschuchia polyantha Maas;Hornschuchia;BR;Gongogi Barragem do Funil;-14.341667;-39.455556;Santos, TS dos;2157;16;11;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395793;0;0;0;;;0;1;1;1994;0;0;0;NY00395793;2157;polyantha;T. S. dos Santos;D. M. Johnson
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada Municipal MME, 1 km from BR 101.;-19.12;-40.07;Maas, PJM ;8829;13;2;1999;nan;<NA>;NY;NY;NY02699059;0;0;0;;;0;;;;0;0;0;NY02699059;8829;bryotrophe;P. J. M. Maas;<NA>
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia de Almadina para Ibitupã, ca. 20 km Fazenda São Roque, ca. 10 km da entrada do ramal.;-14.640833;-39.713056;Fiaschi, P ;2743;12;3;2005;Lopes, JC;<NA>;NY;NY;NY00886759;0;0;0;;;0;;;;0;0;0;NY00886759;2743;myrtillus;P. Fiaschi;Lopes, J.C.
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;Rod. BA-001 Ilhéus/Itacaré, ca. 4.5 km do Distrito de Serra Grande.;-14.593333;-39.284167;Jardim, JG ;3721;5;7;2001;nan;<NA>;NY;NY;NY00684332;0;0;0;;;0;;;;0;0;0;NY00684332;3721;obliqua;J. G. Jardim;<NA>
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2714;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395810;0;0;0;;;0;1;1;1994;0;0;0;NY00395810;2714;leptandra;J. R. Pirani;D. M. Johnson
Hornschuchia polyantha Maas;Hornschuchia;BR;9 km from São José and BR-101 on road to Una, on S side of road in forest. Mata higrófila Sul Bahiana;-15.05;-39.23;Kallunki, JA ;428;4;2;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395791;0;0;0;;;0;1;1;1994;0;0;0;NY00395791;428;polyantha;J. A. Kallunki;D. M. Johnson
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Rodovia que liga Buerarema a Vila Brasil, km 14. Regiao de Mata Higrófila Sul Baiana;-14.95;-39.3;Carvalho, AMV de;1172;9;2;1982;Lopes, JC;<NA>;NY;NY;NY00395773;0;0;0;;;0;;;;0;0;0;NY00395773;1172;santosii;A. M. V. de Carvalho;Lopes, J.C.
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada de Manteguiera, 1.5 km from Flamengo, near orchard.;-19.13;-40.05;Maas, PJM ;8828;13;2;1999;Lopes, JC;<NA>;NY;NY;NY02699057;0;0;0;;;0;;;;0;0;0;NY02699057;8828;citriodora;P. J. M. Maas;Lopes, J.C.
Hornschuchia myrtillus Nees;Hornschuchia;BR;Itamarajú estrada a S. Paulinho;-17.039444;-39.530833;Santos, TS dos;1569;6;4;1971;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;NY00395814;0;0;0;;;0;1;1;1981;0;0;0;NY00395814;1569;myrtillus;T. S. dos Santos;J. A. Kallunki
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Rodovia Uruçuca/Ubaitaba;;;Santos, TS dos;752;20;4;1970;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395776;0;0;0;;;0;1;1;1994;0;0;0;NY00395776;752;cauliflora;T. S. dos Santos;D. M. Johnson
Hornschuchia myrtillus Nees;Hornschuchia;BR;BR-101, km 122, N of Linhares. Reserva Florestal CVRD, Estrada Farinha Seca, km 3, S side of road;-19.33;-40.05;Kallunki, JA ;356;20;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395813;0;0;0;;;0;1;1;1994;0;0;0;NY00395813;356;myrtillus;J. A. Kallunki;D. M. Johnson
Hornschuchia polyantha Maas;Hornschuchia;BR;Faz. Lombardia BR 101 a faz. Ventania;-15.950833;-39.533889;Santos, TS dos;1859;19;8;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395794;0;0;0;;;0;1;1;1994;0;0;0;NY00395794;1859;polyantha;T. S. dos Santos;D. M. Johnson
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Trecho da BR 101 Ubaitaba ao Porto Santo Antonio ao Sul;;;Santos, TS dos;2336;22;6;1972;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395775;0;0;0;;;0;1;1;1994;0;0;0;NY00395775;2336;cauliflora;T. S. dos Santos;D. M. Johnson
Hornschuchia myrtillus Nees;Hornschuchia;BR;Km 21 da Rodovia Itamaraju - Prado. Floresta de Tabuleiro;-17.156389;-39.400556;Pirani, JR ;2988;17;2;1994;Johnson, DM ;1995-01-01T00:00:00;NY;NY;NY00395815;0;0;0;;;0;1;1;1995;0;0;0;NY00395815;2988;myrtillus;J. R. Pirani;D. M. Johnson
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Patch of disturbed forest on Fazenda Santo Antonio, on dirt road turning ± S at 18 km from bridge at W edge of Linhares on road to Bananal.;-19.391111;-40.072222;Kallunki, JA ;696;19;4;1995;Johnson, DM ;1997-01-01T00:00:00;NY;NY;NY00227526;0;0;0;;;0;1;1;1997;0;0;0;NY00227526;696;bryotrophe;J. A. Kallunki;D. M. Johnson
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;Distrito de Serra Grande. 7,3 km na estrada Serra Grande/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.;-14.423056;-39.061667;Carvalho, AMV de;3350;1;7;1991;Johnson, DM ;1991-01-01T00:00:00;NY;NY;NY00395806;0;0;0;;;0;1;1;1991;0;0;0;NY00395806;3350;obliqua;A. M. V. de Carvalho;D. M. Johnson
Hornschuchia polyantha Maas;Hornschuchia;BR;11.2 km W of BR 101 & Aurelino Leal on rd to Lage do Banco. Rocky, somewhat disturbed slope forest;-14.33;-39.38;Thomas, WW ;9086;3;5;1992;Johnson, DM ;1995-01-01T00:00:00;NY;NY;NY00395788;0;0;0;;;0;1;1;1995;0;0;0;NY00395788;9086;polyantha;W. W. Thomas;D. M. Johnson
Hornschuchia myrtillus Nees;Hornschuchia;BR;Rodovia para Sao Miguel das Matas e Amargosa, a 7 km do trevo com a BR 101;-13.0;-39.33;Pirani, JR ;2701;30;1;1993;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395811;0;0;0;;;0;1;1;1994;0;0;0;NY00395811;2701;myrtillus;J. R. Pirani;D. M. Johnson
Hornschuchia polyantha Maas;Hornschuchia;BR;Camaça BR 101 ao Rio Pardo;-15.41;-39.49;Santos, TS dos;1690;24;5;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395792;0;0;0;;;0;1;1;1994;0;0;0;NY00395792;1690;polyantha;T. S. dos Santos;D. M. Johnson
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;BA-654, entre Taboquinhas e Itacaré;-14.277778;-38.996667;Sobral, M ;5749;;1;1988;Lopes, JC;<NA>;NY;NY;NY00395774;0;0;0;;;0;;;;0;0;0;NY00395774;5749;cauliflora;M. Sobral;Lopes, J.C.
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva do Vale de Rio Doce, Locality III, Estrada Municipal do MME, Area Pesquisas, RFL 089-86.;-19.12;-40.07;Maas, PJM ;9811;7;5;2009;nan;<NA>;NY;NY;NY02699058;0;0;0;;;0;;;;0;0;0;NY02699058;9811;bryotrophe;P. J. M. Maas;<NA>
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Reserva Florestal da CEPLAC Quadra D, km 22 da rod. Ilhéus/Itabuna. Mata Higrófila Sul Baiana;-14.758333;-39.226389;Amorim, AM ;858;9;10;1992;Lopes, JC;<NA>;NY;NY;NY00395809;0;0;0;;;0;;;;0;0;0;NY00395809;858;leptandra;A. M. Amorim;Lopes, J.C.
Hornschuchia polyantha Maas;Hornschuchia;BR;10-11 km W of Br-101 on road from Aurelino Leal to Lage do Banco;-14.33;-39.38;Kallunki, JA ;547;16;2;1994;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395790;0;0;0;;;0;1;1;1994;0;0;0;NY00395790;547;polyantha;J. A. Kallunki;D. M. Johnson
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Reserva Florestal da Companhia Vale do Rio Doce, Estrada de Manteguiera, 1.5 km from Flamengo, near orchard.;-19.13;-40.05;Maas, PJM ;8828;13;2;1999;Lopes, JC;<NA>;NY;NY;NY02699056;0;0;0;;;0;;;;0;0;0;NY02699056;8828;citriodora;P. J. M. Maas;Lopes, J.C.
Hornschuchia myrtillus Nees;Hornschuchia;BR;Estrada Itanhaém a Batinga, ca. 16 km. Ramal a direita, dando acesso à Faz. Pedra Grande, de Prop. de  Etevaldo Rezende da Silva;-17.138056;-40.426111;Amorim, AM ;4611;29;12;2004;nan;2009-01-01T00:00:00;NY;NY;NY01873567;0;0;0;;;0;1;1;2009;0;0;0;NY01873567;4611;myrtillus;A. M. Amorim;R. de Mello-Silva
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Na estrada Taboquinhas-Itacaré;0.0;0.0;Sobral, M;5749;;;;Lopes, JC;<NA>;ICN;ICN;ICN00027827;0;0;0;;;0;;;;0;0;0;ICN00027827;5749;cauliflora;"Sobral, M;et al.";Lopes, J.C.
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Rodovia do Sol, estrada que liga BR-101 à Praia Setibana ES-060 a 6 km da BR-101. Remanescente de floresta tropical pluvial, perturbada.;-20.55;-40.45;Pirani, JR;2435;23;2;1988;Johnson, DM;1993-01-01T00:00:00;SPF;SPF;SPF00060814;0;0;0;;;0;1;1;1993;0;0;0;SPF00060814;2435;citriodora;"Pirani, JR;Thomas, WW,Mello-Silva, R,Fernandes, JB";Johnson, DM
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Estrada do Tanguá, perto de Rio Bonito.;;;Kuhlmann;s.n.;26;2;1951;nan;2016-01-01T00:00:00;US;US;US01346584;0;0;0;s;;0;1;1;2016;0;0;0;US01346584;nan;bryotrophe;"Kuhlmann, --;Blacke";<NA>
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Reserva Florestal da CEPLAC Quadra D, km 22 da rod. Ilhéus/Itabuna. Mata Higrófila Sul Baiana;-14.758333;-39.226389;Amorim, AM ;858;9;10;1992;Lopes, JC;<NA>;NY;NY;NY00395808;0;0;0;;;0;;;;0;0;0;NY00395808;858;leptandra;A. M. Amorim;Lopes, J.C.
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Estrada de Una para Santa Luzia, ca. 1 km após a Vila São João (ca. 20 km de Una), ramal à esquerda. ESCAN/CEPLAC;-15.38;-39.2;Fiaschi, P ;1226;4;12;2002;Lopes, JC;<NA>;NY;NY;NY01806300;0;0;0;;;0;;;;0;0;0;NY01806300;1226;santosii;P. Fiaschi;Lopes, J.C.
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km. a W da cidade. Folha SD-24 (15-41b).;-14.88;-40.57;Mori, SA ;11254;21;11;1978;nan;<NA>;NY;NY;NY00312030;0;0;0;;;0;;;;0;0;0;NY00312030;11254;lianarum;S. A. Mori;<NA>
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km. a W da cidade. Folha SD-24 (15-41b).;-14.88;-40.57;Mori, SA ;11254;21;11;1978;nan;<NA>;NY;NY;NY00312031;0;0;0;;;0;;;;0;0;0;NY00312031;11254;lianarum;S. A. Mori;<NA>
Hornschuchia polyantha Maas;Hornschuchia;BR;Km 9 da nova rod Sao José/Una. Transiçao de cacau com mata;-15.1;-39.277778;Santos, TS dos;3099;21;4;1976;nan;<NA>;NY;NY;NY00026102;0;0;0;;;0;;;;0;0;0;NY00026102;3099;polyantha;T. S. dos Santos;<NA>
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Km 9 daBR-101, Rod. Sao Jose/Una.;;;Santos, TS ;3918;22;5;1980;Junika, L ;<NA>;CEPEC;CEPEC;CEPEC00075409;0;0;0;;;0;;;;0;0;0;CEPEC00075409;3918;leptandra;T. S. Santos;L. Junika
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Km 8 ramal BR-415/Jaju. Ramal entr. 13Km de Ilheus.;;;Silva, LAM ;1555;17;2;1982;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00029042;0;0;0;;;0;;;;0;0;0;CEPEC00029042;1555;bryotrophe;L. A. M. Silva;D. M. Johnson
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Km 14 Rod. p/ Vila Brasil.;;;Carvalho, AM ;1172;9;2;1982;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00028511;0;0;0;;;0;;;;0;0;0;CEPEC00028511;1172;santosii;A. M. Carvalho;Lopes, J.C.
Hornschuchia Nees;Hornschuchia;BR;Ipuacu. Vale dos Rios Paraguacu & Jacuipe.;;;Cavalo, GP ;747;1;9;1980;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00036791;0;0;0;;;0;;;;0;0;0;CEPEC00036791;747;;Grupo Pedra  Cavalo;D. M. Johnson
Hornschuchia Nees;Hornschuchia;BR;<NA>;;;Santos, MM ;169;15;8;1984;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00037788;0;0;0;;;0;;;;0;0;0;CEPEC00037788;169;;M. M. Santos;D. M. Johnson
Hornschuchia bryotrophe Nees;Hornschuchia;BR;<NA>;;;Labiak, PH ;5000;;;;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00129318;0;0;0;;;0;;;;0;0;0;CEPEC00129318;5000;bryotrophe;P. H. Labiak;Lopes, J.C.
Hornschuchia Nees;Hornschuchia;BR;Área da Estação Ecologica do Pau-brasil. CEPLAC. Ca. 16Km aoW de Porto Seguro, Br-367.;;;Santos, FS ;112;17;1;1984;Jardim, JG ;<NA>;CEPEC;CEPEC;CEPEC00034030;0;0;0;;;0;;;;0;0;0;CEPEC00034030;112;;F. S. Santos;J. G. Jardim
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;Estrada Cairú/Ituberá. 8Km ao S de Cairú.;;;Carvalho, AM ;798;31;8;1970;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00050811;0;0;0;;;0;;;;0;0;0;CEPEC00050811;798;obliqua;A. M. Carvalho;D. M. Johnson
Hornschuchia Nees;Hornschuchia;BR;Km 5 a 15 da BR-101, ao S de Ubaitaba.;;;Santos, TS ;2193;22;6;1996;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00008090;0;0;0;;;0;;;;0;0;0;CEPEC00008090;2193;;T. S. Santos;P. J. M. Maas
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada que liga a Rod. BR-116 a São Sebastiao, 4Km a W da cidade.;;;Mori, SA ;11254;30;6;1995;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00015054;0;0;0;;;0;;;;0;0;0;CEPEC00015054;11254;lianarum;S. A. Mori;D. M. Johnson
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Área do CEPEC.;;;Hage, JL ;1447;15;4;1969;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00025025;0;0;0;;;0;;;;0;0;0;CEPEC00025025;1447;leptandra;J. L. Hage;D. M. Johnson
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Conexao c/ BR-101/ES-060 (Rod. p/ Praia do Sol), 6Km BR-101, 3Km da Rod. ES-060.;;;Johnson, DM ;1848;31;7;1991;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00064459;0;0;0;;;0;;;;0;0;0;CEPEC00064459;1848;citriodora;D. M. Johnson;Lopes, J.C.
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Area da CEPLAC. Quadra D.;;;Amorim, AM;858;9;10;1992;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00056574;0;0;0;;;0;;;;0;0;0;CEPEC00056574;858;leptandra;Amorim, A. M.;Lopes, J.C.
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Km 6-8 da BA-001, trecho Alcobaça/Caravelas.;;;Santos, TS ;3328;20;2;1977;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00014498;0;0;0;;;0;;;;0;0;0;CEPEC00014498;3328;citriodora;T. S. Santos;Lopes, J.C.
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Área ao S da BR-106, ca. 25Km a E da cidade. Ao longo da Rod. 4Km a W de São Sebastiao.;;;Johnson, DM ;1838;20;1;1982;nan;<NA>;CEPEC;CEPEC;CEPEC00064458;0;0;0;;;0;;;;0;0;0;CEPEC00064458;1838;lianarum;D. M. Johnson;R. de Mello-Silva
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;Estrada Cairú/Ituberá. 8Km ao S de Cairú.;;;Carvalho, AM ;798;31;7;1991;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00024357;0;0;0;;;0;;;;0;0;0;CEPEC00024357;798;obliqua;A. M. Carvalho;P. J. M. Maas
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Km da Rod. Teixeira de Freitas.;;;Santos, TS ;2091;9;10;1971;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00007576;0;0;0;;;0;;;;0;0;0;CEPEC00007576;2091;santosii;T. S. Santos;D. M. Johnson
Hornschuchia polyantha Maas;Hornschuchia;BR;Km 9 da nova Rod. São José/Una.;;;Santos, TS ;3099;29;10;1998;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00012625;0;0;0;;;0;;;;0;0;0;CEPEC00012625;3099;polyantha;T. S. Santos;P. J. M. Maas
Hornschuchia polyantha Maas;Hornschuchia;BR;BR-101, Km 9 de São José/Una.;;;Santos, TS ;3712;24;4;1999;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00028035;0;0;0;;;0;;;;0;0;0;CEPEC00028035;3712;polyantha;T. S. Santos;P. J. M. Maas
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;BA-654 Taboquinhas/Itacaré, beira da estrada.;;;Sobral, M ;5749;1;1;1988;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00044273;0;0;0;;;0;;;;0;0;0;CEPEC00044273;5749;cauliflora;M. Sobral;Lopes, J.C.
Hornschuchia myrtillus Nees;Hornschuchia;BR;20km na rodovia para Ibitupã. Fazenda São Roque ca. 10km ao S da entrada.;;;Jardim, JG;4508;;;;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00112902;0;0;0;;;0;;;;0;0;0;CEPEC00112902;4508;myrtillus;Jardim, J. G.;Lopes, J.C.
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Reserva Biológica de Una. Mata ao lado do Rio Maruim.;;;Thomas, WW ;12654;28;10;2001;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00091555;0;0;0;;;0;;;;0;0;0;CEPEC00091555;12654;bryotrophe;W. W. Thomas;Lopes, J.C.
Hornschuchia polyantha Maas;Hornschuchia;BR;11.2Km ao W da BR-101, Rod. Para Aurelino Leal, aredores de Laje do Banco.;;;Thomas, WW ;12675;30;10;2001;Thomas, WW ;<NA>;CEPEC;CEPEC;CEPEC00091105;0;0;0;;;0;;;;0;0;0;CEPEC00091105;12675;polyantha;W. W. Thomas;W. W. Thomas
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. BA-001 Ilheus/Una, ca. 49Km ao S (Àrea de influência da REBIO de Una.;;;Jardim, J ;3720;7;6;1968;Jardim, JG ;<NA>;CEPEC;CEPEC;CEPEC00090940;0;0;0;;;0;;;;0;0;0;CEPEC00090940;3720;bryotrophe;J. Jardim;J. G. Jardim
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Faz. Exílio, entrada no Km 10,7 da BA-650 Camamú/Travessão, ca. 2Km L da sede da Faz.;;;Jardim, J ;2716;21;2;2000;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00088387;0;0;0;;;0;;;;0;0;0;CEPEC00088387;2716;cauliflora;J. Jardim;Lopes, J.C.
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Ca. 2,5Km ao N de Palmira junção da Rod p/ Palmira Itaju do Colonia/Itapé, Faz. São Roque.;;;Thomas, WW ;12313;14;4;2001;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00088237;0;0;0;;;0;;;;0;0;0;CEPEC00088237;12313;lianarum;W. W. Thomas;Lopes, J.C.
Hornschuchia polyantha Maas;Hornschuchia;BR;Rod. São José/Una, ca. 9Km da BR-101. Região Serrana.;;;Jardim, J ;2064;18;3;1999;nan;<NA>;CEPEC;CEPEC;CEPEC00087825;0;0;0;;;0;;;;0;0;0;CEPEC00087825;2064;polyantha;J. Jardim;R. de Mello-Silva
Hornschuchia Nees;Hornschuchia;BR;Area do CEPEC.;;;Santos, TS ;4576;24;7;1991;nan;<NA>;CEPEC;CEPEC;CEPEC00050662;0;0;0;;;0;;;;0;0;0;CEPEC00050662;4576;;T. S. Santos;R. de Mello-Silva
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;7.3Km ao N de Serra Grande na Rod. p/ Itacaré. Faz. Lagoa. Parcela 4. Árvore # 137.;;;Thomas, WW ;6933;1;7;1991;Amorim, AM ;<NA>;CEPEC;CEPEC;CEPEC00053281;0;0;0;;;0;;;;0;0;0;CEPEC00053281;6933;obliqua;W. W. Thomas;A. M. Amorim
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;7.3km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.;;;Carvalho, AM ;3350;1;7;1991;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00052214;0;0;0;;;0;;;;0;0;0;CEPEC00052214;3350;obliqua;A. M. Carvalho;D. M. Johnson
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;7.3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz..;;;Carvalho, AM ;3649;1;10;1970;Amorim, AM ;<NA>;CEPEC;CEPEC;CEPEC00052143;0;0;0;;;0;;;;0;0;0;CEPEC00052143;3649;obliqua;A. M. Carvalho;A. M. Amorim
Hornschuchia obliqua Maas & van Setten;Hornschuchia;BR;7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.;;;Carvalho, AM ;3602;11;9;1991;Amorim, AM ;<NA>;CEPEC;CEPEC;CEPEC00052187;0;0;0;;;0;;;;0;0;0;CEPEC00052187;3602;obliqua;A. M. Carvalho;A. M. Amorim
Hornschuchia polyantha Maas;Hornschuchia;BR;Rod. Buerarema/São José da Vitória (BR-101), ramal a esq. Ca. 15Km de Buerarema. Entrada a dir., ca. 9,5Km da Br. Faz. Sta. Rosa, entrada a ca. 500m. a dir.;;;Fiaschi, P ;1287;6;2;1998;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00096080;0;0;0;;;0;;;;0;0;0;CEPEC00096080;1287;polyantha;P. Fiaschi;Lopes, J.C.
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Estrada Una/Sta. Luzia, ca. 1Km após a Vila São João (ca. 20Km de Una), ramal a esquerda.;;;Fiaschi, P ;1226;4;12;2002;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00094181;0;0;0;;;0;;;;0;0;0;CEPEC00094181;1226;santosii;P. Fiaschi;Lopes, J.C.
