;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
456;Demuner, V ;"V. Demuner;T. Cruz, M. Belizário, Elias Bausen, Jaqueline";2101;Maas, PJM;P. J. M. Maas/Set.2009;detby_problem;/Set.2009
458;Demuner, V ;"V. Demuner;T. Cruz, M. Belizário e Elias Bausen.";3220;Lobão, A;A. Lobão/Jan.-2010;detby_problem;ão/Jan.-2010
740;Guimarães, E;"E.Guimarães ; C.B. Abreu 66";182;Mans, E;E. Mans;ães;recby_problem
694;Ottra, JHL el;El Ottra, JHL;131;Lopes, JC;Lopes, JC;, JHL;recby_problem
230;Faria, JEQ ;"J.E.Q. Faria; M.R.V. Zanatta & C.S. Caires";8260;Lobão, A, Teixeita, L;A. Lobão & L. Teixeita;detby_problem;ão & L. Teixeita
721;Farney, C;"C.Farney; J.C.Gomes";4397;Lobão, A;A.Lobão;detby_problem;ão
722;Farney, C ;"C. Farney; et pessoal da UFRJ";4371;A.Lobão;A.Lobão;detby_problem;ão
425;Fiaschi, P;"Fiaschi, P.;Paixão, J.L.,Rodrigues, A.B.,Gomes, L.C.J.";2743;Mello-Silva, R de;Mello-Silva, R.;detby_problem;Mello-Silva, R.
711;Fiaschi, P;"Fiaschi, P.; J.L. Paixão, S.C. Sant´Ana & R. Querino";1287;Lobão, A;A.Lobão;detby_problem;ão
755;Fiaschi, P;Pedro Fiaschi;Fiaschi 2743;Mello-Silva, R de;R. Mello Silva;detby_problem; Silva
773;Fiaschi, P;"Pedro Fiaschi;Jacquelyn A. Kallunki;Sérgio C. de Sant'Ana;J. Lima da Paixão";Fiaschi 1226;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
385;Fiaschi, P ;P. Fiaschi;2743;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
601;Fiaschi, P ;P. Fiaschi;2784;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
612;Fiaschi, P ;P. Fiaschi;1226;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
710;Fiaschi, P ;"P. Fiaschi; J.A. Kallunki, S. Sant´ Ana & J.L. da Paixão";1226;Lobão, A, Teixeita, L;A. Lobão & L. Teixeita;detby_problem;ão & L. Teixeita
907;Fiaschi, P ;P. Fiaschi;2743;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
910;Fiaschi, P ;P. Fiaschi;1287;Sem Informação;Sem Informação;detby_problem;ção
911;Fiaschi, P ;P. Fiaschi;1226;Sem Informação;Sem Informação;detby_problem;ção
912;Fiaschi, P ;P. Fiaschi;1226;Sem Informação;Sem Informação;detby_problem;ção
682;Folli, DA;Folli, DA;2917;;Anônimo;detby_problem;Anônimo
844;Folli, DA;Folli, D.A.;3540;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
847;Folli, DA;Folli, D.A.;3130;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
849;Folli, DA;Folli, D.A.;1699;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
901;Fraga, CN ;C. N. Fraga;2480;Sem Informação;Sem Informação;detby_problem;ção
457;Fraga, CN de;"C. N. de Fraga;J.Meirelles,A.P.Fontana, R.Goldenberg, L.Kollmann, A.M.Amorim, L.Daneu";2480;Lopes, JC;J.C. Lopes/13-X-2011;detby_problem;/13-X-2011
561;Giaretta, AO;"Giaretta,A.O.;Broggio,I.S.,Ribeiro,M.";916;Lopes, JC;Lopes, J.C.;Giaretta,A.O.;recby_problem
20;Groppo, M;"Groppo, M.; Bruniera, C.P.; Bueno, G.M.";1808;Lopes, JC;Lopes, J.C;detby_problem;C
229;Groppo, M ;"M. Groppo; C.P. Bruniera; G.M. Bueno";1808;Lobão, A;A.Lobão;detby_problem;ão
