recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;huh_name;geo_col;wiki_url;colnum;orig_bc;orig_recby;orig_detby
Poilane, E;32376;nan;<NA>;15/04/1941 - 15/04/1941;Đắk Lắk;Vietnam. Annam : province du Darlac, 5 km de Benméthnot sur la route du Lac. alt: 500 m.;P01753578;Viet Nam;Anomianthus;heterocarpus;0;0;0;0;;;15;4;1941;;;;0;0;0;108.034;12.631;0;0;0;0;0;32376;P01753578;Poilane, E.;<NA>
Pierre, L;741;nan;<NA>;01/04/1870 - 30/04/1870;Kampong Speu;in montibus Schréev alt 800 met. (Cambodia);P01755791;Cambodge;Saccopetalum;sp.;0;0;0;0;;;1;4;1870;;;;0;0;0;104.208;11.96;0;0;0;0;0;741;P01755791;Pierre, L.;<NA>
Jenkins;;Pierre, L;<NA>;<NA>;Assam;Assam;P01757017;Inde;Unona;longifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;93.25;26.4;0;0;0;0;0;nan;P01757017;Jenkins;Pierre, L.
Gaudichaud;203;nan;<NA>;01/01/1836 - 31/12/1837;Đà Nẵng;Cochinchine (Tourane);P01765033;Viet Nam;Bocagea;gaudichaudiana;0;0;0;0;;;1;1;1836;;;;0;0;0;108.212;16.068;0;0;0;0;0;203;P01765033;Gaudichaud;<NA>
Balansa, B;4187;nan;<NA>;01/01/1885 - 31/12/1889;;Tonkin;P01765034;Viet Nam;Polyalthia;nemoralis;0;0;0;0;;;1;1;1885;;;;0;0;0;;;0;0;0;0;0;4187;P01765034;Balansa, B.;<NA>
Balansa, B;4192;nan;<NA>;01/01/1885 - 31/12/1889;;Tonkin;P01765035;Viet Nam;Melodorum;pallens;0;0;0;0;;;1;1;1885;;;;0;0;0;;;0;0;0;0;0;4192;P01765035;Balansa, B.;<NA>
Thorel;1343;nan;<NA>;01/01/1862 - 31/12/1866;;Cochinchine;P01765036;Viet Nam;Uvaria;purpurea;0;0;0;0;;;1;1;1862;;;;0;0;0;;;0;0;0;0;0;1343;P01765036;Thorel;<NA>
Pierre, L;1773;Pierre, L;<NA>;01/08/1865 - 31/08/1865;Đồng Nai;ad Bao chang in prov Bienhoa;P01765039;Viet Nam;Uvaria;sp.;0;0;0;0;;;1;8;1865;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;1773;P01765039;Pierre, L.;Pierre, L.
Barthe;;nan;<NA>;01/01/1857 - 31/12/1857;National Capital Region (NCR);Manille;P01765041;Philippines;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1857;;;;0;0;0;120.9809674;14.5907332;0;0;0;0;0;nan;P01765041;Barthe;<NA>
Perrottet;12;Perrottet;<NA>;01/01/1840 - 31/12/1840;;Indes orientales;P01765042;Inde;Uvaria;sp.;0;0;0;0;;;1;1;1840;;;;0;0;0;;;0;0;0;0;0;12;P01765042;Perrottet;Perrottet
Deverre;83;Deverre;<NA>;10/01/1984 - 10/01/1984;Pahang;Malaya. Cameron Highlands. 4900 pieds;P01955632;Malaisie;Disepalum;pulchrum;0;0;0;0;;;10;1;1984;;;;0;0;0;101.3833;4.4833;0;0;0;0;0;83;P01955632;Deverre;Deverre
Stone, BC;15371;nan;<NA>;05/01/1983 - 05/01/1983;Pahang;Malaya. Pahang : Genting Highlands road below Ulu Kali summit, montane forest opposite Sri Genting Villa. Altitude : 1500 m.;P01955633;Malaisie;Disepalum;pulchrum;0;0;0;0;;;5;1;1983;;;;0;0;0;101.802;3.426;0;0;0;0;0;15371;P01955633;Stone, B.C.;<NA>
Poilane;1847;Kessler, P;01/11/2003 - 30/11/2003;13/09/1920 - 13/09/1920;Thanh Hóa;Annam : Dac Kiêt pro. de Thanh hoa;P01955634;Viet Nam;Disepalum;plagioneurum;0;0;0;0;;;13;9;1920;1;11;2003;0;0;0;104.966;20.35;0;0;0;0;0;1847;P01955634;Poilane;Kessler, P.
Poilane, E;1847;Kessler, P;01/11/2003 - 30/11/2003;13/09/1920 - 13/09/1920;Thanh Hóa;Annam : Dac Kiêt, province de Thanh hoa, entre Ban Ho et Ban Hin Dam.;P01955635;Viet Nam;Disepalum;plagioneurum;0;0;0;0;;;13;9;1920;1;11;2003;0;0;0;104.966;20.35;0;0;0;0;0;1847;P01955635;Poilane, E.;Kessler, P.
Poilane;1880 B;Kessler, P;01/11/2003 - 30/11/2003;01/09/1920 - 30/09/1920;Houaphan;Laos : Na Ham pro. de Sam Neua. récolté de Hua tau a Na Ham;P01955636;Laos, République démocratique populaire;Disepalum;plagioneurum;0;0;0;0;;B;1;9;1920;1;11;2003;0;0;0;104.38;20.288;0;0;0;0;0;1880;P01955636;Poilane;Kessler, P.
Poilane;1880;Kessler, P;01/11/2003 - 30/11/2003;01/09/1920 - 30/09/1920;Houaphan;Laos : Na Ham pro. de Sam Neua. récolté de Hua tau a Na Ham;P01955637;Laos, République démocratique populaire;Disepalum;plagioneurum;0;0;0;0;;;1;9;1920;1;11;2003;0;0;0;104.38;20.288;0;0;0;0;0;1880;P01955637;Poilane;Kessler, P.
Poilane;1880;Kessler, P;01/11/2003 - 30/11/2003;01/09/1920 - 30/09/1920;Houaphan;Laos : Na Ham. prov: Sam Neua;P01955638;Laos, République démocratique populaire;Disepalum;plagioneurum;0;0;0;0;;;1;9;1920;1;11;2003;0;0;0;104.38;20.288;0;0;0;0;0;1880;P01955638;Poilane;Kessler, P.
Averyanov, L;VH 4382;Kessler, P;01/05/2004 - 31/05/2004;26/04/1997 - 26/04/1997;Lâm Đồng;S. Vietnam, Prov. Lam Dong, distr. Lac Duong, municipalite Da Chay and Prov. Khanh Hoa, distr. Khanh Son boundary region, 41 km to NE from Dalat city. Primary closed broadleaved cloud forest along Nui Hon Giao ridge at 1700 m alt.;P01955639;Viet Nam;Disepalum;plagioneurum;0;0;0;0;VH;;26;4;1997;1;5;2004;0;0;0;108.71666666666667;12.183333333333334;0;0;0;0;0;4382;P01955639;Averyanov, L.;Kessler, P.
Averyanov, L;VH 4501;Kessler, P;01/05/2004 - 31/05/2004;02/05/1997 - 02/05/1997;Lâm Đồng;S. Vietnam, Prov. Lam Dong, distr. Lac Duong, municipalite Da Chay, 31 km to NE from Dalat city. On NNW macroslope of Bi Dup mt system at 1700-1800 m alt.;P01955640;Viet Nam;Disepalum;plagioneurum;0;0;0;0;VH;;2;5;1997;1;5;2004;0;0;0;108.65;12.133333333333333;0;0;0;0;0;4501;P01955640;Averyanov, L.;Kessler, P.
Averyanov, L;VH 4548;Kessler, P;01/05/2004 - 31/05/2004;04/05/1997 - 04/05/1997;Lâm Đồng;S. Vietnam, Prov. Lam Dong, distr. Lac Duong, municipalite Da Chay, 35 km to NE from Dalat city. On W macroslope of Gia Rinh mt. ridge at 1600-1650 m alt.;P01955641;Viet Nam;Disepalum;plagioneurum;0;0;0;0;VH;;4;5;1997;1;5;2004;0;0;0;108.68333333333334;12.15;0;0;0;0;0;4548;P01955641;Averyanov, L.;Kessler, P.
Averyanov, L;VH 3636;Kessler, P;01/05/2004 - 31/05/2004;03/04/1997 - 03/04/1997;Ninh Thuận;S. Vietnam, Prov. Ninh Thuan, distr. Ninh Son, municipalite Phuoc Binh in 34 km to NE from Dalat city. Closed primary broadleaved forest along mt ridge between Bi Dup and Gia Rinh mt. mt at 1800-1900 m alt.;P01955642;Viet Nam;Disepalum;plagioneurum;0;0;0;0;VH;;3;4;1997;1;5;2004;0;0;0;108.7;12.116666666666667;0;0;0;0;0;3636;P01955642;Averyanov, L.;Kessler, P.
Bon, H;3154;Kessler, P;01/05/2004 - 31/05/2004;20/05/1886 - 20/05/1886;Hà Nam;(HN) Ninh Thai, in nem. collis Muou Lang;P01955643;Viet Nam;Disepalum;plagioneurum;0;0;0;0;;;20;5;1886;1;5;2004;0;0;0;105.949;20.462;0;0;0;0;0;3154;P01955643;Bon, H.;Kessler, P.
Vidal, JE;1636;Kessler, P;01/06/2004 - 30/06/2004;01/04/1952 - 30/04/1952;Xiangkhouang;Phou Kabo. Alt. : 2000 m. Prov. : Xieng Khouang. Laos;P01955644;Laos, République démocratique populaire;Disepalum;petelotii;0;0;0;0;;;1;4;1952;1;6;2004;0;0;0;103.418;19.2675;0;0;0;0;0;1636;P01955644;Vidal, J.E.;Kessler, P.
Averyanov, L;VH 1254;Kessler, P;01/11/2003 - 30/11/2003;09/04/1995 - 09/04/1995;Kon Tum;S. Vietnam, Prov. Kontum. Evergreen primary forest at 2000 m alt. on NW slope of Ngoc Linh mountain system on elevation to Ngoc Gua peak.;P01955645;Viet Nam;Disepalum;petelotii;0;0;0;0;VH;;9;4;1995;1;11;2003;0;0;0;107.9755225;15.0688481;0;0;0;0;0;1254;P01955645;Averyanov, L.;Kessler, P.
Averyanov, L;VH 1125;Kessler, P;01/11/2003 - 30/11/2003;04/04/1995 - 04/04/1995;Kon Tum;S. Vietnam, Prov. Kontum. 2000 m alt. on top ridge on NW slope of Ngoc Linh mountain system above Long Nam village.;P01955646;Viet Nam;Disepalum;petelotii;0;0;0;0;VH;;4;4;1995;1;11;2003;0;0;0;107.967;15.083;0;0;0;0;0;1125;P01955646;Averyanov, L.;Kessler, P.
Kerr, AFG;21162;Kessler, P;01/11/2003 - 30/11/2003;20/04/1932 - 20/04/1932;Xaisomboun;Laos. Pu Muten, Chieng Kwang. c. 1500 m.;P01955647;Laos, République démocratique populaire;Disepalum;petelotii;0;0;0;0;;;20;4;1932;1;11;2003;0;0;0;103.198;18.867;0;0;0;0;0;21162;P01955647;Kerr, A.F.G.;Kessler, P.
Poilane, E;18515;Kessler, P;01/11/2003 - 30/11/2003;16/10/1930 - 16/10/1930;;Annam : entre Ninh Hoa et Banméthuot;P01955648;Viet Nam;Disepalum;sp.;0;0;0;0;;;16;10;1930;1;11;2003;0;0;0;;;0;0;0;0;0;18515;P01955648;Poilane, E.;Kessler, P.
Poilane, E;18515;Kessler, P;01/11/2003 - 30/11/2003;16/10/1930 - 16/10/1930;;Annam;P01955649;Viet Nam;Disepalum;sp.;0;0;0;0;;;16;10;1930;1;11;2003;0;0;0;;;0;0;0;0;0;18515;P01955649;Poilane, E.;Kessler, P.
Poilane;;nan;<NA>;<NA>;;<NA>;P01955663;<NA>;Cyathostemma;wrayi;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P01955663;Poilane;<NA>
Poilane;;nan;<NA>;<NA>;;<NA>;P01955664;<NA>;Cyathostemma;wrayi;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P01955664;Poilane;<NA>
Poilane;;nan;<NA>;<NA>;;<NA>;P01955665;<NA>;Cyathostemma;wrayi;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P01955665;Poilane;<NA>
Sinclair, J;39246;Utteridge, TMA;23/08/1994 - 23/08/1994;26/05/1951 - 26/05/1951;North-West;Malay Peninsula. North side of Seletar Reservoir at 11 ½ miles Mandai Road, Singapore.;P01955666;Singapour;Cyathostemma;viridiflorum;0;0;0;0;;;26;5;1951;23;8;1994;0;0;0;103.782;1.411;0;0;0;0;0;39246;P01955666;Sinclair, J.;Utteridge, T.M.A.
Vidal, JE;4995;Kessler, P;01/05/2004 - 31/05/2004;20/01/1966 - 20/01/1966;Koh Kong;presqu'île de Smach. Prov.: Koh Kong. Cambodge;P01955667;Cambodge;Cyathostemma;vietnamense;0;0;0;0;;;20;1;1966;1;5;2004;0;0;0;103.113;10.945;0;0;0;0;0;4995;P01955667;Vidal, J.E.;Kessler, P.
Vidal, JE;2249;Kessler, P;01/06/2004 - 30/06/2004;01/03/1953 - 31/03/1953;Vientiane Prefecture;Na Hai. Prov.: Vientiane. Laos;P01955668;Laos, République démocratique populaire;Cyathostemma;vietnamense;0;0;0;0;;;1;3;1953;1;6;2004;0;0;0;102.678;17.8638;0;0;0;0;0;2249;P01955668;Vidal, J.E.;Kessler, P.
Vidal, JE;1133 B;Kessler;01/06/2004 - 30/06/2004;18/12/1949 - 18/12/1949;Vientiane Prefecture;Ban Sa Phan Meuk. Prov.: Vientiane. Laos;P01955669;Laos, République démocratique populaire;Cyathostemma;micranthum;0;0;0;0;;B;18;12;1949;1;6;2004;0;0;0;102.649;18.035;0;0;0;0;0;1133;P01955669;Vidal, J.E.;Kessler
Vidal, JE;1292;Kessler, P;01/06/2004 - 30/06/2004;28/05/1950 - 28/05/1950;Vientiane Province;km 17 route de Tha Ngon. Prov.: Vientiane. Laos;P01955670;Laos, République démocratique populaire;Cyathostemma;micranthum;0;0;0;0;;;28;5;1950;1;6;2004;0;0;0;102.645;18.101;0;0;0;0;0;1292;P01955670;Vidal, J.E.;Kessler, P.
Chevalier, A;39663;Meade, C;19/05/1999 - 19/05/1999;01/11/1918 - 31/12/1918;Đồng Nai;Cochinchine : Province de Bienhoa. Station expérimentale de Giaraï.;P01955672;Viet Nam;Cyathostemma;hookeri;0;0;0;0;;;1;11;1918;19;5;1999;0;0;0;107.402;10.926;0;0;0;0;0;39663;P01955672;Chevalier, A.;Meade, C.
King;5451;Utteridge, TMA;23/08/1994 - 23/08/1994;01/01/1884 - 31/01/1884;Perak;Malay Peninsula. Larut, Perak. alt within 500 ft;P01955673;Malaisie;Cyathostemma;excelsum;0;0;0;0;;;1;1;1884;23;8;1994;0;0;0;100.7436053;4.853766;0;0;0;0;0;5451;P01955673;King;Utteridge, T.M.A.
King;5451;Utteridge, TMA;23/08/1994 - 23/08/1994;01/01/1884 - 31/01/1884;Perak;Malay Peninsula. Larut, Perak. alt. withn 500 ft;P01955674;Malaisie;Cyathostemma;excelsum;0;0;0;0;;;1;1;1884;23;8;1994;0;0;0;100.7436053;4.853766;0;0;0;0;0;5451;P01955674;King;Utteridge, T.M.A.
Curtis, C;50;nan;01/01/1987 - 31/12/1987;01/06/1890 - 30/06/1890;Pulau Pinang;Penang. Penang Bukit. Elevation 1000 ft.;P01955675;Malaisie;Cyathostemma;excelsum;0;0;0;0;;;1;6;1890;1;1;1987;0;0;0;100.268;5.423;0;0;0;0;0;50;P01955675;Curtis, C.;van Setten, A.K.
Schaller, H;3796;nan;<NA>;08/11/1989 - 08/11/1989;Perak;Malaysia. Batu Gajah.;P01955676;Malaisie;Cyathostemma;excelsum;0;0;0;0;;;8;11;1989;;;;0;0;0;101.036989;4.470533;0;0;0;0;0;3796;P01955676;Schaller, H.;Schaller, H. & Teo, L.E.
Taam, YW;445;Merrill, ED;<NA>;23/03/1938 - 31/03/1938;Guangdong(广东);Kwangtung. Ngok Shing Shan. Sai-lin-shan Village. Sin-fung District;P01964361;Chine;Fissistigma;oldhamii;0;0;0;0;;;23;3;1938;;;;0;0;0;114.2;24.069;0;0;0;0;0;445;P01964361;Taam, Y.W.;Merrill, E.D.
Tsang, WT;21561;nan;<NA>;08/09/1932 - 29/09/1932;Guangdong(广东);Kwangtung. Tung Koo Shan (Tapu District);P01964362;Chine;Fissistigma;oldhamii;0;0;0;0;;;8;9;1932;;;;0;0;0;116.6612;24.3377;0;0;0;0;0;21561;P01964362;Tsang, W.T.;<NA>
David, B;62;David, B;21/01/1986 - 21/01/1986;21/01/1986 - 21/01/1986;Pahang;Malaya Kuala Lipis Pahang;P01964363;Malaisie;Artabotrys;crassifolius;0;0;0;0;;;21;1;1986;21;1;1986;0;0;0;102.0544343;4.1869878;0;0;0;0;0;62;P01964363;David, B.;David, B.
David, B;19;David, B;<NA>;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing, Johor;P01964364;Malaisie;Artabotrys;maingayi;0;0;0;0;;;19;11;1985;;;;0;0;0;103.835494;2.4298532;0;0;0;0;0;19;P01964364;David, B.;David, B.
David, B;81;David, B;<NA>;20/02/1986 - 20/02/1986;Selangor;Malaya. Route Genting, Selangor;P01964365;Malaisie;Artabotrys;grandifolius;0;0;0;0;;;20;2;1986;;;;0;0;0;101.725;3.43;0;0;0;0;0;81;P01964365;David, B.;David, B.
David, B;73;David, B;<NA>;19/02/1986 - 19/02/1986;Selangor;Malaya. Puchong, Selangor.;P01964366;Malaisie;Artabotrys;grandifolius;0;0;0;0;;;19;2;1986;;;;0;0;0;101.6138363;3.0256988;0;0;0;0;0;73;P01964366;David, B.;David, B.
Elmer, ADE;13012;nan;<NA>;01/04/1911 - 30/04/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;P01964939;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;4;1911;;;;0;0;0;118.7350414;9.7376025;0;0;0;0;0;13012;P01964939;Elmer, A.D.E.;<NA>
Zollinger;1364;Kessler, P;07/02/1986 - 07/02/1986;25/06/1848 - 25/06/1848;West Java;Planta Javanica. H B B.;P01964955;Indonésie;Popowia;sp.;0;0;0;0;;;25;6;1848;7;2;1986;0;0;0;106.806;-6.597;0;0;0;0;0;1364;P01964955;Zollinger;Kessler, P.
Elmer, ADE;20956;Kessler;01/11/2003 - 30/11/2003;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone Province, British North Borneo;P01964957;Malaisie;Phaeanthus;ebracteolatus;0;0;0;0;;;1;10;1922;1;11;2003;0;0;0;117.885331;4.2435206;0;0;0;0;0;20956;P01964957;Elmer, A.D.E.;Kessler
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01965431;Malaisie;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;0;0;0;nan;P01965431;Porter;<NA>
Elmer, ADE;17834;nan;<NA>;01/06/1917 - 31/07/1917;Laguna;Philippine islands. Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon;P01965432;Philippines;<NA>;indet.;0;0;0;0;;;1;6;1917;;;;0;0;0;121.199;14.134;0;0;0;0;0;17834;P01965432;Elmer, A.D.E.;<NA>
Griffith;399;nan;<NA>;<NA>;;Birma and Malay Penins.;P01965434;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;399;P01965434;Griffith;<NA>
Larsen, K;42982;nan;<NA>;18/06/1992 - 18/06/1992;Narathiwat(นครศรีธรรมราช);Thailand. Province Narathiwat. Bacho Nat. Park. Alt. 150 - 350 m.;P01965435;Thaïlande;<NA>;indet.;0;0;0;0;;;18;6;1992;;;;0;0;0;101.66666666666667;6.583333333333333;0;0;0;0;0;42982;P01965435;Larsen, K.;<NA>
Middleton, DJ;468;nan;<NA>;15/07/2000 - 15/07/2000;Phatthalung(พัทลุง);Thailand. Phatthalung : Amphoe Sii Ban Phot, Khao Pu-Khao Ya National Park. Trail near Park headquarters. Altitude : 140 m;P01965436;Thaïlande;<NA>;indet.;0;0;0;0;;;15;7;2000;;;;0;0;0;99.86666666666666;7.666666666666667;0;0;0;0;0;468;P01965436;Middleton, D.J.;<NA>
Tirvengadum, DD;727;nan;<NA>;20/11/1974 - 20/11/1974;Galle;"Ceylon. Beriliya proposed Reserve, Galle District; Southern Province.";P01965437;Sri Lanka;<NA>;indet.;0;0;0;0;;;20;11;1974;;;;0;0;0;80.1619;6.2919;0;0;0;0;0;727;P01965437;Tirvengadum, D.D.;<NA>
Wilson, EH;1903;nan;<NA>;01/04/1901 - 30/04/1901;Hubei(湖北);C. China. W. Hupeh. Cult. Temple Garden.;P01965438;Chine;<NA>;indet.;0;0;0;0;;;1;4;1901;;;;0;0;0;;;0;0;0;0;0;1903;P01965438;Wilson, E.H.;<NA>
Beauvais, J;;nan;<NA>;<NA>;Guangxi(广西);Longtchéou, Chine;P01965439;Chine;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;106.8507;22.3463;0;0;0;0;0;nan;P01965439;Beauvais, J.;<NA>
Beauvais, J;67;nan;<NA>;<NA>;Guangxi(广西);Longtchéou, Chine;P01965440;Chine;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;106.8507;22.3463;0;0;0;0;0;67;P01965440;Beauvais, J.;<NA>
Zollinger;491;nan;<NA>;01/01/1844 - 31/12/1844;West Java;Megamendong 5000';P01965441;Indonésie;<NA>;indet.;0;0;0;0;;;1;1;1844;;;;0;0;0;106.923;-6.643;0;0;0;0;0;491;P01965441;Zollinger;<NA>
Zollinger;1316;nan;<NA>;<NA>;;Planta Javanica;P01965442;Indonésie;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1316;P01965442;Zollinger;<NA>
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P01965443;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;0;0;0;nan;P01965443;Pierre, L.;<NA>
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P01965444;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;0;0;0;nan;P01965444;Pierre, L.;<NA>
Poilane;10259;nan;<NA>;07/05/1924 - 07/05/1924;Quảng Trị;Annam : Dent du tigre pr: Quang Tri. 800 m alt.;P01965447;Viet Nam;<NA>;indet.;0;0;0;0;;;7;5;1924;;;;0;0;0;106.7333;16.7667;0;0;0;0;0;10259;P01965447;Poilane;<NA>
Pierre, L;;nan;<NA>;<NA>;;<NA>;P01965448;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P01965448;Pierre, L.;<NA>
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-quoc;P01965449;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;0;0;0;nan;P01965449;Pierre, L.;<NA>
Poilane;4900;nan;<NA>;05/10/1922 - 05/10/1922;Khánh Hòa;Annam : Nui Han heo près Nhatrang. 700 m alt.;P01965450;Viet Nam;<NA>;indet.;0;0;0;0;;;5;10;1922;;;;0;0;0;109.267;12.4;0;0;0;0;0;4900;P01965450;Poilane;<NA>
Pierre, L;1789;nan;<NA>;01/06/1866 - 30/06/1866;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae.;P01965451;Viet Nam;<NA>;indet.;0;0;0;0;;;1;6;1866;;;;0;0;0;107.133;10.533;0;0;0;0;0;1789;P01965451;Pierre, L.;<NA>
Pierre, L;209;nan;<NA>;01/08/1865 - 31/08/1865;Đồng Nai;ad Bao Chang in prov. Bien Hoa Cochinchinae;P01965452;Viet Nam;<NA>;indet.;0;0;0;0;;;1;8;1865;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;209;P01965452;Pierre, L.;<NA>
Poilane;1079;nan;<NA>;08/03/1920 - 08/03/1920;Quảng Trị;Annam : Annam Ben trâm, prov. de Quang tri;P01965453;Viet Nam;<NA>;indet.;0;0;0;0;;;8;3;1920;;;;0;0;0;106.9667;16.983;0;0;0;0;0;1079;P01965453;Poilane;<NA>
Poilane;1079;nan;<NA>;08/03/1920 - 08/03/1920;Quảng Trị;Annam : Bên Trâm pro. de Quang Tri;P01965454;Viet Nam;<NA>;indet.;0;0;0;0;;;8;3;1920;;;;0;0;0;106.9667;16.983;0;0;0;0;0;1079;P01965454;Poilane;<NA>
Poilane;1079;nan;<NA>;08/03/1920 - 08/03/1920;Quảng Trị;Annam : Bên trâm, prov. de Quang tri;P01965455;Viet Nam;<NA>;indet.;0;0;0;0;;;8;3;1920;;;;0;0;0;106.9667;16.983;0;0;0;0;0;1079;P01965455;Poilane;<NA>
Poilane;1079;nan;<NA>;08/03/1920 - 08/03/1920;Quảng Trị;Annam : Bêntrâm, prov. de Quang tri;P01965456;Viet Nam;<NA>;indet.;0;0;0;0;;;8;3;1920;;;;0;0;0;106.967;16.983;0;0;0;0;0;1079;P01965456;Poilane;<NA>
Poilane;1079;nan;<NA>;08/03/1920 - 08/03/1920;Quảng Trị;Anham : Bên Trâm, prov. de Quang tri.;P01965457;Viet Nam;<NA>;indet.;0;0;0;0;;;8;3;1920;;;;0;0;0;106.9667;16.983;0;0;0;0;0;1079;P01965457;Poilane;<NA>
Remy, F;4092;Kessler, P;01/05/2004 - 31/05/2004;20/11/1991 - 20/11/1991;Johor;Malaysia. Mersing (Johor);P01981836;Malaisie;Friesodielsia;sp.;0;0;0;0;;;20;11;1991;1;5;2004;0;0;0;103.835494;2.4298532;0;0;0;0;0;4092;P01981836;Remy, F.;Kessler, P.
Poilane, E;35715;Kessler, P;26/10/1989 - 26/10/1989;01/12/1946 - 31/12/1946;Kon Tum;Annam : un peu au sud du village de Dak Bro pied du Ngok Pan, nord de Dakto prov. du Kontum;P01981837;Viet Nam;Friesodielsia;sp.;0;0;0;0;;;1;12;1946;26;10;1989;0;0;0;107.883;14.683;0;0;0;0;0;35715;P01981837;Poilane, E.;Kessler, P.
Fleury, F;37805;Kessler, P;26/10/1989 - 26/10/1989;01/06/1918 - 01/06/1918;Hà Nội;Tonkin : Province de Sontay : Mont-Bavi, vers 600 m d'altitude;P01981838;Viet Nam;Friesodielsia;sp.;0;0;0;0;;;1;6;1918;26;10;1989;0;0;0;105.3608;21.0626;0;0;0;0;0;37805;P01981838;Fleury, F.;Kessler, P.
Chevalier, A;39660;Kessler, P;26/10/1989 - 26/10/1989;01/11/1918 - 31/12/1918;Đồng Nai;Cochinchine : Station expérimentale de Giaraï;P01981839;Viet Nam;Friesodielsia;sp.;0;0;0;0;;;1;11;1918;26;10;1989;0;0;0;107.4017;10.926;0;0;0;0;0;39660;P01981839;Chevalier, A.;Kessler, P.
David, B;17;Kessler, P;01/05/2004 - 31/05/2004;19/11/1985 - 19/11/1985;Johor;Malaya. Mersing. Johor;P01981841;Malaisie;Friesodielsia;sp.;0;0;0;0;;;19;11;1985;1;5;2004;0;0;0;103.835494;2.4298532;0;0;0;0;0;17;P01981841;David, B.;Kessler, P.
Kessler, P;1046;nan;<NA>;30/03/1995 - 30/03/1995;East Kalimantan;Indonesia, East Kalimantan, P.T. ITCI, road Kenangan to camp 88, km 58. Alt. 200 m.;P01981842;Indonésie;Friesodielsia;sp.;0;0;0;0;;;30;3;1995;;;;0;0;0;116.403;-1.098;0;0;0;0;0;1046;P01981842;Kessler, P.;<NA>
Kessler, P;1362;Kessler, P;<NA>;05/04/1996 - 05/04/1996;East Kalimantan;Indonesia, East Kalimantan, KPC area. Road to Muara Wahu. Alt. 190 m.;P01981843;Indonésie;Friesodielsia;sp.;0;0;0;0;;;5;4;1996;;;;0;0;0;117.49073333333334;0.6282;0;0;0;0;0;1362;P01981843;Kessler, P.;Kessler, P.
Arifin;1703;nan;<NA>;08/04/1996 - 08/04/1996;East Kalimantan;Indonesia, East Kalimantan, KPC area Bengalon, Sebongkok utara. Alt. 94 m.;P01981846;Indonésie;Friesodielsia;sp.;0;0;0;0;;;8;4;1996;;;;0;0;0;117.52208333333333;0.8055;0;0;0;0;0;1703;P01981846;Arifin;Arifin, Ambri, Arbainsyah & Kessler
Kessler, P;1441;Kessler, P;<NA>;30/04/1996 - 30/04/1996;East Kalimantan;Indonesia, East Kalimantan, Inhutani area Batu Ampar, ex Sidatim TJTI. Alt. 97 m.;P01981847;Indonésie;Friesodielsia;sp.;0;0;0;0;;;30;4;1996;;;;0;0;0;116.82661666666667;-1.0317833333333333;0;0;0;0;0;1441;P01981847;Kessler, P.;Kessler, P.
