scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check;to_check_det
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;ID;Indonesia, Sumatra, Sibolangit, 450 m alt.;3.316667;98.583333;Lörzing JA;Lörzing, JA  5597 ;27;3;1918;;2001-09-01T00:00:00;<NA>;Botany;L.1764793;0;0;0;L;;0;1;9;2001;0;0;0;L1764793;5597;rugosa;Lörzing JA;Su YCF;Lörzing JA;recby_problem
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Java Res. Preanger Reg. (G. Gedeh);-6.787778;106.981944;Docters van Leeuwen-Reijnvaan J;Docters van Leeuwen-Reijnvaan, J  4250 ;22;2;1920;;2008-10-01T00:00:00;<NA>;Botany;L.1767723;0;0;0;Docters;;0;1;10;2008;0;0;0;L1767723;4250;subcordata;Docters van Leeuwen-Reijnvaan J;Turner IM;-Reijnvaan J;recby_problem
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  57 ;;;;;<NA>;<NA>;Botany;L.1767718;0;0;0;Houtsoorten;;0;;;;0;0;0;L1767718;57;subcordata;Houtsoorten van den Gedeh (Java);Diels FLE;Houtsoorten van den Gedeh (Java);recby_problem
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  57 ;;;;;<NA>;<NA>;Botany;L.1767721;0;0;0;Houtsoorten;;0;;;;0;0;0;L1767721;57;subcordata;Houtsoorten van den Gedeh (Java);Diels FLE;Houtsoorten van den Gedeh (Java);recby_problem
Uvaria L.;Uvaria;ID;Babar, Letwurung.;-7.9;129.85;Borssum Waalkes J van;Borssum Waalkes, J van  3050 ;1;3;1956;;<NA>;<NA>;Botany;L.1768192;0;0;0;Borssum;;0;;;;0;0;0;L1768192;3050;;Borssum Waalkes J van;<NA>; J van;recby_problem
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;W. Java, Bogor.;-6.5897;106.7913;Carocci-Buzi VP;Carocci-Buzi, VP  164 ;12;9;1958;;<NA>;<NA>;Botany;L.1767833;0;0;0;Carocci;;0;;;;0;0;0;L1767833;164;rumphii;Carocci-Buzi VP;<NA>;Carocci-Buzi VP;recby_problem
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Java, Buitenzorg, G. Paroeng-poeng (ZW v. Leuwiliang);-6.421389;106.733056;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  7690 ;22;12;1930;;2008-10-01T00:00:00;<NA>;Botany;L.1767711;0;0;0;Bakhuizen;;0;1;10;2008;0;0;0;L1767711;7690;subcordata;Bakhuizen van den Brink Sr RC;Turner IM;Bakhuizen van den Brink Sr RC;recby_problem
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Archipel. Ind. Java. Batavia, G. Pantjar, O. v. Buitenzorg.;-6.5897;106.7913;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  6065 ;8;12;1923;;<NA>;<NA>;Botany;L.1770109;0;0;0;Bakhuizen;;0;;;;0;0;0;L1770109;6065;macrophylla;Bakhuizen van den Brink Sr RC;Heusden ECH van;Bakhuizen van den Brink Sr RC;recby_problem
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Borneo, Res. Z en O afd. v. Borneo ond. afd. oost Koetai loopl. Lendak;0.0;116.5;<NA>; bb 14832 ;3;12;1930;;<NA>;<NA>;Botany;L.1766868;0;0;0;;;0;;;;0;0;0;L1766868;14832;lateriflora;<NA>;<NA>;<NA>;recby_problem
Friesodielsia Steenis;Friesodielsia;ID;Archipel. Ind. Sumatra, Tuin Sibolangit.;3.316667;98.583333;Lörzing JA;Lörzing, JA  6411 ;5;5;1919;;<NA>;<NA>;Botany;L.1765145;0;0;0;L;;0;;;;0;0;0;L1765145;6411;;Lörzing JA;<NA>;Lörzing JA;recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;Archipel. Ind. Java Tjidadap Tjibeber.;-7.7086;108.1964;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  1798 ;17;1;1917;;<NA>;<NA>;Botany;L.1766040;0;0;0;Bakhuizen;;0;;;;0;0;0;L1766040;1798;virgata;Bakhuizen van den Brink Sr RC;Heusden ECH van;Bakhuizen van den Brink Sr RC;recby_problem
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Java Res. Preanger Reg. (G. Gedeh);-6.787778;106.981944;Docters van Leeuwen-Reijnvaan J;Docters van Leeuwen-Reijnvaan, J  4250 ;22;2;1920;;2008-10-01T00:00:00;<NA>;Botany;L.1767724;0;0;0;Docters;;0;1;10;2008;0;0;0;L1767724;4250;subcordata;Docters van Leeuwen-Reijnvaan J;Turner IM;-Reijnvaan J;recby_problem
Annonaceae;<NA>;ID;Indonesia. New Guinea, Hollandia, Pionier bivak, Membramogebied.;-2.28069;138.02656;<NA>; bb 31110 ;18;10;1939;;<NA>;<NA>;Botany;L.1768788;0;0;0;;;0;;;;0;0;0;L1768788;31110;;<NA>;<NA>;<NA>;recby_problem
Orophea myriantha Merr.;Orophea;ID;borneo, Djaro Dam, 10km NE of Muara Uja, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  743 ;10;11;1971;;1984-02-01T00:00:00;<NA>;Botany;L.1766662;0;0;0;Kuswata;;0;1;2;1984;0;0;0;L1766662;743;myriantha;Kuswata Kartawinata E;Kessler PJA; E;recby_problem
Orophea myriantha Merr.;Orophea;ID;borneo, Djaro Dam, 10km NE of Muara Uja, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  714 ;10;11;1971;;1985-08-01T00:00:00;<NA>;Botany;L.1766660;0;0;0;Kuswata;;0;1;8;1985;0;0;0;L1766660;714;myriantha;Kuswata Kartawinata E;Kessler PJA; E;recby_problem
Pseuduvaria beccarii (Scheff.) J.Sinclair;Pseuduvaria;ID;Indonesia, Albatros Bivak, N. Guinea.;-2.316667;138.033331;Docters van Leeuwen WM;Docters van Leeuwen, WM  9031 ;1;5;1926;;1983-04-01T00:00:00;<NA>;Botany;L.1763734;0;0;0;Docters;;0;1;4;1983;0;0;0;L1763734;9031;beccarii;Docters van Leeuwen WM;Kessler PJA; WM;recby_problem
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Java, Batavia, Depok;-6.24;106.5;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  6258 ;26;12;1924;;1954-11-01T00:00:00;<NA>;Botany;L.1767651;0;0;0;Bakhuizen;;0;1;11;1954;0;0;0;L1767651;6258;rumphii;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC;recby_problem
Orophea myriantha Merr.;Orophea;ID;borneo, Djaro Dam, 10km NE of Muara Uja, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  707 ;10;11;1971;;1985-07-01T00:00:00;<NA>;Botany;L.1766620;0;0;0;Kuswata;;0;1;7;1985;0;0;0;L1766620;707;myriantha;Kuswata Kartawinata E;Kessler PJA; E;recby_problem
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Java, Batavia, Depok;-2.4869;140.3711;Beumée JGB;Beumée, JGB  6092 ;16;2;1923;;1954-11-01T00:00:00;<NA>;Botany;L.1767650;0;0;0;Beum;;0;1;11;1954;0;0;0;L1767650;6092;rumphii;Beumée JGB;Bakhuizen van den Brink Sr RC;Beumée JGB;recby_problem
Polyalthia macropoda King;Polyalthia;ID;Pematang Siantar, in Simelungun, N Sumatra;2.97;99.068167;Lörzing JA;Lörzing, JA  16572 ;14;8;1932;;<NA>;<NA>;Botany;L.1767214;0;0;0;L;;0;;;;0;0;0;L1767214;16572;sinclairiana;Lörzing JA;<NA>;Lörzing JA;recby_problem
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  57 ;;;;;<NA>;<NA>;Botany;L.1767719;0;0;0;Houtsoorten;;0;;;;0;0;0;L1767719;57;subcordata;Houtsoorten van den Gedeh (Java);Diels FLE;Houtsoorten van den Gedeh (Java);recby_problem
Orophea myriantha Merr.;Orophea;ID;Borneo, Base of Mt. Sarempaka, 15 km from Jaro N.E. of Muara Uya, Kalimantan Selatan.;-1.816666;115.733333;Kuswata Kartawinata E;Kuswata Kartawinata, E  1005 ;26;11;1971;;1985-08-01T00:00:00;<NA>;Botany;L.1766629;0;0;0;Kuswata;;0;1;8;1985;0;0;0;L1766629;1005;myriantha;Kuswata Kartawinata E;Kessler PJA; E;recby_problem
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Archipel. Ind. Gouv. Selebes en Onderh. ond. afd. Malili Oesoe.;-2.6351;121.0948;<NA>; Cel/II 482 ;20;1;1931;;<NA>;<NA>;Botany;L.1767422;0;0;0;;;0;;;;0;0;0;L1767422;482;rumphii;<NA>;<NA>;<NA>;recby_problem
Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;ID;Indonesia, N. Sumatra, Ober-Deli, mittleres Petanital;3.75;98.683333;Lörzing JA;Lörzing, JA  15243 ;19;2;1929;;2001-12-01T00:00:00;<NA>;Botany;L.1764281;0;0;0;L;;0;1;12;2001;0;0;0;L1764281;15243;reticulata;Lörzing JA;Su YCF;Lörzing JA;recby_problem
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Archipel. Ind. Gouv. Selebes en Onderh. ond. afd. Malili Oesoe.;-2.6351;121.0948;<NA>; Cel/II 482 ;20;1;1931;;<NA>;<NA>;Botany;L.1767421;0;0;0;;;0;;;;0;0;0;L1767421;482;rumphii;<NA>;<NA>;<NA>;recby_problem
Polyalthia microtus Miq.;Polyalthia;ID;Jaro Dam, 10km NE of Muara Uya, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  812 ;15;11;1971;;<NA>;<NA>;Botany;L.1767126;0;0;0;Kuswata;;0;;;;0;0;0;L1767126;812;microtus;Kuswata Kartawinata E;"Johnson DM; Murray NA"; E;recby_problem
Polyalthia microtus Miq.;Polyalthia;ID;Jaro Dam, 10km NE of Muara Uya, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  812 ;15;11;1971;;<NA>;<NA>;Botany;L.1767127;0;0;0;Kuswata;;0;;;;0;0;0;L1767127;812;microtus;Kuswata Kartawinata E;"Johnson DM; Murray NA"; E;recby_problem
Friesodielsia Steenis;Friesodielsia;ID;Tanimbar Is.: Jamdena, Central part, near Ranarmojo R., near Norkese;-7.5975;131.1861;Borssum Waalkes J van;Borssum Waalkes, J van  3276 ;5;4;1956;;1988-05-01T00:00:00;<NA>;Botany;L.1765060;0;0;0;Borssum;;0;1;5;1988;0;0;0;L1765060;3276;;Borssum Waalkes J van;Kessler PJA; J van;recby_problem
Mezzettia havilandii (Boerl.) Ridl.;Mezzettia;ID;Riouw en Onderh. Lingga, Anak air, M. Ketjil;-0.2;104.616667;<NA>; bb 5586 ;17;7;1923;;1989-06-01T00:00:00;<NA>;Botany;L.1766099;0;0;0;;;0;1;6;1989;0;0;0;L1766099;5586;havilandii;<NA>;Kessler PJA;<NA>;recby_problem
Uvaria L.;Uvaria;ID;Sumatra West Coast, Mt. Talang.;-0.966667;100.65;Borssum Waalkes J van;Borssum Waalkes, J van  2800 a;1;7;1953;;<NA>;<NA>;Botany;L.1768436;0;0;0;Borssum;a;0;;;;0;0;0;L1768436;2800;;Borssum Waalkes J van;<NA>; J van;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Java, Tjisokan (bij Tjidadap), Tjibeber;-7.7086;108.1964;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  1654 ;28;1;1917;;1984-03-01T00:00:00;<NA>;Botany;L.1766410;0;0;0;Bakhuizen;;0;1;3;1984;0;0;0;L1766410;1654;corymbosa;Bakhuizen van den Brink Sr RC;Kessler PJA;Bakhuizen van den Brink Sr RC;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Archipel. Ind. Sumatra. W. kust G. Koerintji.;-1.7;101.266667;Bünnemeijer HAB;Bünnemeijer, HAB  8699 ;11;3;1920;;1987-10-01T00:00:00;<NA>;Botany;L.1766439;0;0;0;B;;0;1;10;1987;0;0;0;L1766439;8699;corymbosa;Bünnemeijer HAB;Kessler PJA;Bünnemeijer HAB;recby_problem
Goniothalamus majestatis Kessler;Goniothalamus;ID;"Indonesia, Sulawesi, Pulau Kabaena, Kabaena, Gunung Sabampolulu, 1 km S-SE of Tangkeno5.16 S; 121.56 E";-5.266667;121.933333;McDonald JA;"McDonald, JA; Ismail, A  3896 ";26;7;1993;;1996-12-01T00:00:00;<NA>;Botany;L.1765503;0;0;0;McDonald;;0;1;12;1996;0;0;0;L1765503;3896;majestatis;"McDonald JA; Ismail A";Kessler PJA;McDonald JA;recby_problem
Orophea myriantha Merr.;Orophea;ID;borneo, Djaro Dam, 10km NE of Muara Uja, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  714 ;10;11;1971;;1985-08-01T00:00:00;<NA>;Botany;L.1766659;0;0;0;Kuswata;;0;1;8;1985;0;0;0;L1766659;714;myriantha;Kuswata Kartawinata E;Kessler PJA; E;recby_problem
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Archipel. Ind.: ZO, afd.v.Borneo, West-Koetai, Mendom (Sei Atan, Klindjan).;0.43;116.68;<NA>; bb 29256 ;20;8;1939;;2006-06-01T00:00:00;<NA>;Botany;L.1766897;0;0;0;;;0;1;6;2006;0;0;0;L1766897;29256;lateriflora;<NA>;Turner IM;<NA>;recby_problem
Mezzettia havilandii (Boerl.) Ridl.;Mezzettia;ID;ZO afd. van Borneo, Sampit;-2.533333;112.95;<NA>; bb 32393 ;28;9;1940;;1989-06-01T00:00:00;<NA>;Botany;L.1766087;0;0;0;;;0;1;6;1989;0;0;0;L1766087;32393;havilandii;<NA>;Kessler PJA;<NA>;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Java, Res. Batavia, Goenoeng Djamboe (W.v. Leuwiliang en Buitenzorg);-6.585278;106.6325;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  5918 ;10;6;1923;;1984-03-01T00:00:00;<NA>;Botany;L.1766399;0;0;0;Bakhuizen;;0;1;3;1984;0;0;0;L1766399;5918;corymbosa;Bakhuizen van den Brink Sr RC;Kessler PJA;Bakhuizen van den Brink Sr RC;recby_problem
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Java, Batavia, Depok;-6.24;106.5;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  6258 ;26;12;1924;;1954-11-01T00:00:00;<NA>;Botany;L.1767652;0;0;0;Bakhuizen;;0;1;11;1954;0;0;0;L1767652;6258;rumphii;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr RC;recby_problem
Monoon congestum (Ridl.) B.Xue & R.M.K.Saunders;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  250 ;;;;;2017-08-01T00:00:00;<NA>;Botany;L.1763571;0;0;0;Houtsoorten;;0;1;8;2017;0;0;0;L1763571;250;congesta;Houtsoorten van den Gedeh (Java);Nurmawati S;Houtsoorten van den Gedeh (Java);recby_problem
Polyalthia Blume;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  216 ß;;;;;<NA>;<NA>;Botany;L.1764028;0;0;0;Houtsoorten;;0;;;;0;0;0;L1764028;216;;Houtsoorten van den Gedeh (Java);<NA>;Houtsoorten van den Gedeh (Java);recby_problem
Pseuduvaria versteegii (Diels) Merr.;Pseuduvaria;ID;Indonesia, New Guinea, Sg. Si-era (Djera) near Oeta;-4.5536;136.0339;Aët;Aët 1941/ 298 ;19;6;1941;;<NA>;<NA>;Botany;L.1764719;0;0;0;A;;0;;;;0;0;0;L1764719;1941;macrocarpa;Aët;Heusden ECH van;Aët;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Archipel. Ind. Sumatra, W. kust G. Koerintji.;-1.7;101.266667;Bünnemeijer HAB;Bünnemeijer, HAB  9722 ;20;7;1920;;1986-03-01T00:00:00;<NA>;Botany;L.1766433;0;0;0;B;;0;1;3;1986;0;0;0;L1766433;9722;corymbosa;Bünnemeijer HAB;Kessler PJA;Bünnemeijer HAB;recby_problem
Polyalthia Blume;Polyalthia;ID;ZO Borneo, Moeara-Teweh, Roedji;-0.95;114.883333;<NA>; bb 31460 ;29;2;1940;;<NA>;<NA>;Botany;L.1763701;0;0;0;;;0;;;;0;0;0;L1763701;31460;;<NA>;<NA>;<NA>;recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;Archipel. Ind. Java Batavia Depok.;-2.4869;140.3711;Beumée JGB;Beumée, JGB  6061 ;1;7;1924;;<NA>;<NA>;Botany;L.1766039;0;0;0;Beum;;0;;;;0;0;0;L1766039;6061;virgata;Beumée JGB;Heusden ECH van;Beumée JGB;recby_problem
Monoon congestum (Ridl.) B.Xue & R.M.K.Saunders;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  250 ;;;;;2017-08-01T00:00:00;<NA>;Botany;L.1763574;0;0;0;Houtsoorten;;0;1;8;2017;0;0;0;L1763574;250;congesta;Houtsoorten van den Gedeh (Java);Nurmawati S;Houtsoorten van den Gedeh (Java);recby_problem
Popowia schefferiana Diels;Popowia;ID;W. Ceram Kairatu Gomba.;-3.360847;128.378042;Kuswata Kartawinata E;"Kuswata Kartawinata, E; Soepadmo, E  68 ";4;6;1959;;2002-10-12T00:00:00;<NA>;Botany;L.1764107;0;0;0;Kuswata;;0;12;10;2002;0;0;0;L1764107;68;schefferiana;"Kuswata Kartawinata E; Soepadmo E";Moeljono S; E;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Java, Buitenzorg, Tjiampea;-6.5897;106.7913;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  1159 ;22;9;1916;;1984-03-01T00:00:00;<NA>;Botany;L.1766411;0;0;0;Bakhuizen;;0;1;3;1984;0;0;0;L1766411;1159;corymbosa;Bakhuizen van den Brink Sr RC;Kessler PJA;Bakhuizen van den Brink Sr RC;recby_problem
Pseuduvaria dielsiana (Lauterb.) J.Sinclair;Pseuduvaria;ID;Indonesia, New Guinea, Albatros Bivak;-2.316667;138.033331;Docters van Leeuwen WM;Docters van Leeuwen, WM  9110 ;7;5;1926;;2001-12-01T00:00:00;<NA>;Botany;L.1764466;0;0;0;Docters;;0;1;12;2001;0;0;0;L1764466;9110;dielsiana;Docters van Leeuwen WM;Su YCF; WM;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;W Java, Pangrango, Gedeh Reserve, Tjibodas;-6.738088;107.005205;UNESCO;"UNESCO; Kostermans, AJGH  256 ";7;12;1960;;1984-03-01T00:00:00;<NA>;Botany;L.1766405;0;0;0;UNESCO;;0;1;3;1984;0;0;0;L1766405;256;corymbosa;"UNESCO; Kostermans AJGH";Kessler PJA;UNESCO;recby_problem
Polyalthia Blume;Polyalthia;ID;Java, Gouv. Oost-Java, Regentsch. Penaroekan, Wonoredjo;-7.916667;114.383333;<NA>; Ja 2329 ;26;6;1931;;<NA>;<NA>;Botany;L.1763542;0;0;0;;;0;;;;0;0;0;L1763542;2329;;<NA>;<NA>;<NA>;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Java, Res. Batavia, Wanajasa (Z.v. Poerwakarta);-6.683333;107.55;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  4671 ;26;7;1920;;1984-03-01T00:00:00;<NA>;Botany;L.1766345;0;0;0;Bakhuizen;;0;1;3;1984;0;0;0;L1766345;4671;corymbosa;Bakhuizen van den Brink Sr RC;Kessler PJA;Bakhuizen van den Brink Sr RC;recby_problem
Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;ID;Indonesia, Pulau Panaitan (Prinseneiland), N. of Mouth Tjiharashas;-6.6;105.2;Borssum Waalkes J van;Borssum Waalkes, J van  257 ;2;9;1951;;2001-12-01T00:00:00;<NA>;Botany;L.1764235;0;0;0;Borssum;;0;1;12;2001;0;0;0;L1764235;257;reticulata;Borssum Waalkes J van;Su YCF; J van;recby_problem
Pseuduvaria versteegii (Diels) Merr.;Pseuduvaria;ID;Indonesia, New Guinea, Sg. Si-era (Djera) near Oeta;-4.5536;136.0339;Aët;Aët 1941/ 298 ;19;6;1941;;<NA>;<NA>;Botany;L.1764720;0;0;0;A;;0;;;;0;0;0;L1764720;1941;macrocarpa;Aët;Heusden ECH van;Aët;recby_problem
Polyalthia Blume;Polyalthia;ID;ZO Borneo, Moeara-Teweh, Roedji;-0.95;114.883333;<NA>; bb 31461 ;29;2;1940;;<NA>;<NA>;Botany;L.1763698;0;0;0;;;0;;;;0;0;0;L1763698;31461;;<NA>;<NA>;<NA>;recby_problem
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Palembang, Lamatang Ilir, Semangoes, reserve.;-2.95;103.333333;<NA>; bb 31746 ;5;5;1940;;<NA>;<NA>;Botany;L.1763449;0;0;0;;;0;;;;0;0;0;L1763449;31746;;<NA>;<NA>;<NA>;recby_problem
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;ID;Indonesia, North Sumatra, Upper Deli, Central Petani valley;3.77;98.73;Lörzing JA;Lörzing, JA  14982 ;10;1;1929;;<NA>;<NA>;Botany;L.1764789;0;0;0;L;;0;;;;0;0;0;L1764789;14982;rugosa;Lörzing JA;<NA>;Lörzing JA;recby_problem
Orophea corymbosa (Blume) Miq.;Orophea;ID;Archipel. Ind. O. kust v. Sumatra. Karolanden. Tongkoh.;3.183333;98.516667;<NA>; bb 6843 ;24;6;1924;;1984-03-01T00:00:00;<NA>;Botany;L.1766437;0;0;0;;;0;1;3;1984;0;0;0;L1766437;6843;corymbosa;<NA>;Kessler PJA;<NA>;recby_problem
Orophea myriantha Merr.;Orophea;ID;borneo, Djaro Dam, 10km NE of Muara Uja, Kalimantan Selatan;-1.833333;115.666667;Kuswata Kartawinata E;Kuswata Kartawinata, E  707 ;10;11;1971;;1985-07-01T00:00:00;<NA>;Botany;L.1766630;0;0;0;Kuswata;;0;1;7;1985;0;0;0;L1766630;707;myriantha;Kuswata Kartawinata E;Kessler PJA; E;recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;"Indonesia, Java Barat, Ujung Kulon Reserve, Gunung Cibinua, base camp 3 km E of Tamn Jaya, Taman Jaya river watershed6.48 S; 105.30 E; 100 - 150 m alt.";-6.8;105.5;McDonald JA;"McDonald, JA; Afriastini, JJ  3347 ";12;5;1992;;<NA>;<NA>;Botany;L.1766033;0;0;0;McDonald;;0;;;;0;0;0;L1766033;3347;virgata;"McDonald JA; Afriastini JJ";McDonald JA;McDonald JA;recby_problem
Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;ID;Indonesia, Sumatra, Sibolangit;3.316667;98.583333;Lörzing JA;Lörzing, JA  5585 A;20;3;1918;;2001-12-01T00:00:00;<NA>;Botany;L.1764280;0;0;0;L;A;0;1;12;2001;0;0;0;L1764280;5585;reticulata;Lörzing JA;Su YCF;Lörzing JA;recby_problem
Goniothalamus majestatis Kessler;Goniothalamus;ID;"Indonesia, Sulawesi, Pulau Kabaena, Kabaena, Gunung Sabampolulu, 1 km S-SE of Tangkeno5.16 S; 121.56 E";-5.266667;121.933333;McDonald JA;"McDonald, JA; Ismail, A  3896 ";26;7;1993;;1996-12-01T00:00:00;<NA>;Botany;L.1765502;0;0;0;McDonald;;0;1;12;1996;0;0;0;L1765502;3896;majestatis;"McDonald JA; Ismail A";Kessler PJA;McDonald JA;recby_problem
Monoon congestum (Ridl.) B.Xue & R.M.K.Saunders;Polyalthia;ID;Gedeh (Java);-6.787778;106.981944;Houtsoorten van den Gedeh (Java);Houtsoorten van den Gedeh (Java)  250 ;;;;;2017-08-01T00:00:00;<NA>;Botany;L.1763573;0;0;0;Houtsoorten;;0;1;8;2017;0;0;0;L1763573;250;congesta;Houtsoorten van den Gedeh (Java);Nurmawati S;Houtsoorten van den Gedeh (Java);recby_problem
Friesodielsia Steenis;Friesodielsia;ID;Tanimbar Is.: Jamdena, Central part, near Ranarmojo R., near Norkese;-7.5975;131.1861;Borssum Waalkes J van;Borssum Waalkes, J van  3276 ;5;4;1956;;1988-05-01T00:00:00;<NA>;Botany;L.1765059;0;0;0;Borssum;;0;1;5;1988;0;0;0;L1765059;3276;;Borssum Waalkes J van;Kessler PJA; J van;recby_problem
Mitrephora obtusa (Blume) Hook.f. & Thomson;Mitrephora;ID;SW Java, Udjung Kulon Reserve, Peutjang Island;-6.75;105.333333;UNESCO;"UNESCO; Kostermans, AJGH  61 ";7;11;1960;;1988-05-01T00:00:00;<NA>;Botany;L.1762257;0;0;0;UNESCO;;0;1;5;1988;0;0;0;L1762257;61;obtusa;"UNESCO; Kostermans AJGH";Kessler PJA;UNESCO;recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;Indonesia, Java, Preanger Tjibeber Tjadas Malang;-6.903611;107.0175;Bakhuizen van den Brink Sr RC;Bakhuizen van den Brink Sr, RC  2315 ;20;1;1917;;<NA>;<NA>;Botany;L.1766041;0;0;0;Bakhuizen;;0;;;;0;0;0;L1766041;2315;virgata;Bakhuizen van den Brink Sr RC;Heusden ECH van;Bakhuizen van den Brink Sr RC;recby_problem
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Celebes en Ond. Malili Oesoe;-2.6351;121.0948;<NA>; Cel/II 391 ;3;6;1935;;<NA>;<NA>;Botany;L.1761448;0;0;0;;;0;;;;0;0;0;L1761448;391;;<NA>;<NA>;<NA>;recby_problem
Polyalthia Blume;Polyalthia;ID;sumatra, Res. Benkoelen ond. afd. Redjang;-3.17;102.5;<NA>; bb 2742 ;9;1;1922;;<NA>;<NA>;Botany;L.1763668;0;0;0;;;0;;;;0;0;0;L1763668;2742;;<NA>;<NA>;<NA>;recby_problem
Popowia Endl.;Popowia;ID;Manado, Minahasa;1.48218;124.848922;<NA>; bb 17683 ;21;9;1933;;1988-07-01T00:00:00;<NA>;Botany;L.1763799;0;0;0;;;0;1;7;1988;0;0;0;L1763799;17683;;<NA>;Kessler PJA;<NA>;recby_problem
Polyalthia Blume;Polyalthia;ID;Riouw en Ond. Karimoen;1.05;103.366667;<NA>; bb 17336 ;14;3;1933;;<NA>;<NA>;Botany;L.1763590;0;0;0;;;0;;;;0;0;0;L1763590;17336;;<NA>;Steenis CGGJ van;<NA>;recby_problem
